date,new_cases,new_deaths,new_tests,new_vaccinations,hosp_patients,icu_patients,stringency_index,reproduction_rate,total_cases,total_tests,total_vaccinations,people_vaccinated,total_boosters,lag_1,lag_2,lag_3,lag_7,lag_14,rolling_mean_3,rolling_std_3,rolling_mean_7,rolling_std_7,day_of_week,months,target_t_plus,date_t_plus
2022-07-03,731586.0,264.0,1255989.0,574992.0,15818.142857142857,926.7142857142857,18.81,1.3953857142857142,30327933.0,278234000.0,146407860.0,54534680.0,39965766.0,291.0,265.0,237.0,614.0,727.0,273.3333333333333,15.307950004363509,307.42857142857144,75.91850266970312,6,7,424.0,2022-06-26
2022-07-10,903969.0,424.0,1255989.0,746446.0,17539.0,1022.2857142857143,18.8,1.246142857142857,31231902.0,278234000.0,147154300.0,54545052.0,40684233.0,264.0,291.0,265.0,466.0,801.0,326.3333333333333,85.65239829296124,301.42857142857144,61.60859556595741,6,7,585.0,2022-07-03
2022-07-17,683784.0,585.0,1255989.0,542940.0,19583.85714285714,1181.857142857143,18.8,1.0388,31915686.0,278234000.0,147697250.0,54552624.0,41206713.0,424.0,264.0,291.0,300.0,788.0,424.3333333333333,160.5002596051982,342.14285714285717,123.5454418036818,6,7,731.0,2022-07-10
2022-07-24,522296.0,731.0,1255989.0,543245.0,20799.14285714286,1293.2857142857142,18.8,0.9445285714285714,32437982.0,278234000.0,148240500.0,54560200.0,41729157.0,585.0,424.0,264.0,329.0,852.0,580.0,153.56106277309567,399.57142857142856,191.28151778885982,6,7,597.0,2022-07-17
2022-07-31,329431.0,597.0,1255989.0,419433.0,20498.571428571428,1235.2857142857142,18.8,0.7503857142857143,32767413.0,278234000.0,148659920.0,54566824.0,42130853.0,731.0,585.0,424.0,237.0,889.0,637.6666666666666,81.05142400560239,451.0,188.66460540685495,6,7,529.0,2022-07-24
2022-08-07,212195.0,529.0,1255989.0,275928.0,19223.285714285714,1160.2857142857142,11.11,0.6860285714285714,32979608.0,278234000.0,148935860.0,54571784.0,42393966.0,597.0,731.0,585.0,265.0,867.0,619.0,102.78132126024947,488.7142857142857,170.8300464259604,6,8,518.0,2022-07-31
2022-08-14,151186.0,518.0,1255989.0,189663.0,17647.0,1053.5714285714287,11.11,0.7015428571428571,33130794.0,278234000.0,149125520.0,54575810.0,42573236.0,529.0,597.0,731.0,291.0,749.0,548.0,42.79018579070014,521.1428571428571,146.9142931228974,6,8,413.0,2022-08-07
2022-08-21,119216.0,413.0,1255989.0,132760.0,16492.85714285714,980.4285714285714,11.11,0.8166142857142857,33250010.0,278234000.0,149258270.0,54578876.0,42697771.0,518.0,529.0,597.0,264.0,614.0,486.6666666666667,64.0338452174785,542.4285714285714,109.47123997170911,6,8,317.0,2022-08-14
2022-08-28,117039.0,317.0,1255989.0,150728.0,15438.857142857143,860.0,11.11,0.8969571428571428,33367049.0,278234000.0,149409010.0,54582776.0,42838540.0,413.0,518.0,529.0,424.0,466.0,416.0,100.53357648070964,527.1428571428571,133.57947518412885,6,8,302.0,2022-08-21
2022-09-04,106571.0,302.0,1255989.0,152357.0,14383.0,819.7142857142857,11.11,0.9760571428571428,33473620.0,278234000.0,149561360.0,54587268.0,42980385.0,317.0,413.0,518.0,585.0,300.0,344.0,60.224579699676845,486.7142857142857,154.359660410017,6,9,263.0,2022-08-28
2022-09-11,112374.0,263.0,1255989.0,154752.0,13513.285714285714,765.1428571428571,11.11,1.1146714285714285,33585994.0,278234000.0,149716110.0,54591704.0,43125258.0,302.0,317.0,413.0,731.0,329.0,294.0,27.874719729582086,419.85714285714283,130.41271483435588,6,9,202.0,2022-09-04
2022-09-18,188853.0,202.0,1255989.0,140368.0,13004.714285714286,728.5714285714286,11.11,1.277957142857143,33774847.0,278234000.0,149856480.0,54595508.0,43256943.0,263.0,302.0,317.0,597.0,237.0,255.66666666666666,50.4017195474133,363.42857142857144,126.38414608226414,6,9,217.0,2022-09-11
2022-09-25,230732.0,217.0,1255989.0,143743.0,12927.142857142857,705.1428571428571,11.11,1.3141714285714285,34005579.0,278234000.0,150000220.0,54599196.0,43391962.0,202.0,263.0,302.0,529.0,265.0,227.33333333333334,31.785741038020763,318.85714285714283,112.51581899359803,6,9,217.0,2022-09-18
2022-10-02,310114.0,217.0,1255989.0,134604.0,14186.42857142857,789.0,11.11,1.3038857142857143,34315693.0,278234000.0,150134830.0,54602730.0,43517898.0,217.0,202.0,263.0,518.0,291.0,212.0,8.660254038005528,275.85714285714283,74.98094996152919,6,10,314.0,2022-09-25
2022-10-09,385474.0,314.0,1255989.0,138513.0,16237.857142857143,873.8571428571429,11.11,1.2362714285714287,34701167.0,278234000.0,150273340.0,54606476.0,43647610.0,217.0,217.0,202.0,413.0,264.0,249.33333333333334,56.00297611141847,261.7142857142857,49.96570252244915,6,10,414.0,2022-10-02
2022-10-16,392073.0,414.0,1255989.0,217933.0,18409.14285714286,958.5714285714286,11.11,1.1137,35093240.0,278234000.0,150491280.0,54610060.0,43856832.0,314.0,217.0,217.0,317.0,424.0,315.0,98.50380703304184,275.57142857142856,75.02190156398464,6,10,522.0,2022-10-09
2022-10-23,348646.0,522.0,1255989.0,260385.0,20004.0,1048.142857142857,11.11,0.9640857142857142,35441886.0,278234000.0,150751660.0,54613420.0,44109268.0,414.0,314.0,217.0,302.0,585.0,416.6666666666667,104.02563786555712,307.0,120.33564171373847,6,10,495.0,2022-10-16
2022-10-30,222885.0,495.0,1255989.0,234111.0,19825.14285714286,1042.857142857143,11.11,0.8230428571428572,35664771.0,278234000.0,150985780.0,54616750.0,44336024.0,522.0,414.0,314.0,263.0,731.0,477.0,56.20498198560934,340.14285714285717,136.99322193865473,6,10,445.0,2022-10-23
2022-11-06,153617.0,445.0,1255989.0,160038.0,19008.85714285714,1043.4285714285713,11.11,0.851,35818388.0,278234000.0,151145810.0,54619450.0,44489966.0,495.0,522.0,414.0,202.0,597.0,487.3333333333333,39.06831623369503,374.85714285714283,126.54304744684158,6,11,397.0,2022-10-30
2022-11-13,151055.0,397.0,1255989.0,188113.0,18111.0,968.5714285714286,11.11,0.9973142857142857,35969443.0,278234000.0,151333920.0,54622230.0,44671569.0,445.0,495.0,522.0,217.0,529.0,445.6666666666667,49.00340124252618,400.57142857142856,105.6895724008595,6,11,469.0,2022-11-06
2022-11-20,221689.0,469.0,1255989.0,221228.0,17989.571428571428,968.2857142857143,11.11,1.1951857142857143,36191132.0,278234000.0,151555150.0,54625436.0,44885477.0,397.0,445.0,495.0,217.0,518.0,437.0,36.660605559683354,436.57142857142856,69.44267934258164,6,11,455.0,2022-11-13
2022-11-27,293632.0,455.0,1255989.0,200901.0,18303.428571428572,993.0,11.11,1.2841714285714285,36484764.0,278234000.0,151756050.0,54628364.0,45079989.0,469.0,397.0,445.0,314.0,413.0,440.3333333333333,38.175035472622916,456.7142857142857,43.60701123170883,6,11,485.0,2022-11-20
2022-12-04,384070.0,485.0,1255989.0,275980.0,19501.14285714286,1091.2857142857142,11.11,1.2703857142857142,36868834.0,278234000.0,152032030.0,54631412.0,45349205.0,455.0,469.0,397.0,414.0,317.0,469.6666666666667,15.011106999019256,466.85714285714283,40.134891600707,6,12,569.0,2022-11-27
2022-12-11,429679.0,569.0,1255989.0,443930.0,21398.85714285714,1162.857142857143,11.11,1.1592142857142858,37298513.0,278234000.0,152475950.0,54635052.0,45785165.0,485.0,455.0,469.0,522.0,302.0,503.0,59.0931468107991,473.57142857142856,52.82315509581673,6,12,721.0,2022-12-04
2022-12-18,391192.0,721.0,1255989.0,537008.0,23796.14285714286,1342.4285714285713,11.11,1.0093571428571428,37689705.0,278234000.0,153012960.0,54638820.0,46313855.0,569.0,485.0,455.0,495.0,263.0,591.6666666666666,119.62162569258095,505.85714285714283,108.17182099388886,6,12,807.0,2022-12-11
2022-12-25,299842.0,807.0,1255989.0,297545.0,25096.85714285714,1442.2857142857142,11.11,0.8491142857142856,37989547.0,278234000.0,153310510.0,54642030.0,46604735.0,721.0,569.0,485.0,445.0,202.0,699.0,120.51555916147326,557.5714285714286,151.91538998494167,6,12,,2022-12-18
