date,new_cases,new_deaths,new_tests,new_vaccinations,hosp_patients,icu_patients,stringency_index,reproduction_rate,total_cases,total_tests,total_vaccinations,people_vaccinated,total_boosters
2020-09-06,50197.0,126.0,1153183.0,4977.0,4629.428571428572,448.85714285714283,48.01571428571429,1.3272714285714287,180767.0,8194778.0,616.0,0.0,0.0
2020-09-13,61432.0,258.0,1365371.0,4977.0,5061.857142857143,606.4285714285714,48.61,1.2563571428571427,242199.0,9560149.0,616.0,0.0,0.0
2020-09-20,73481.0,429.0,1401487.0,4977.0,5630.428571428572,789.5714285714286,48.61,1.221042857142857,315680.0,10961636.0,616.0,0.0,0.0
2020-09-27,72509.0,559.0,1185597.0,4977.0,5971.142857142857,1028.7142857142858,47.81857142857143,1.1827857142857143,388189.0,12147233.0,616.0,0.0,0.0
2020-10-04,74819.0,561.0,1113751.0,4977.0,6647.0,1248.7142857142858,49.54,1.1541142857142856,463008.0,13260984.0,616.0,0.0,0.0
2020-10-11,116159.0,690.0,1282442.0,4977.0,7688.571428571428,1432.5714285714287,47.951428571428565,1.2472285714285714,579167.0,14543426.0,616.0,0.0,0.0
2020-10-18,167835.0,963.0,1621391.0,4977.0,9667.57142857143,1739.2857142857142,45.568571428571424,1.3146428571428572,747002.0,16164817.0,616.0,0.0,0.0
2020-10-25,261329.0,1774.0,1915210.0,4977.0,14046.0,2329.285714285714,49.54,1.3532,1008331.0,18080027.0,616.0,0.0,0.0
2020-11-01,332505.0,3154.0,2158771.0,4977.0,21033.428571428572,3176.1428571428573,62.037142857142854,1.345457142857143,1340836.0,20238798.0,616.0,0.0,0.0
2020-11-08,303116.0,4794.0,2100230.0,4977.0,27977.714285714286,4164.142857142857,78.7,1.2066571428571429,1643952.0,22339028.0,616.0,0.0,0.0
2020-11-15,176429.0,5487.0,1603274.0,4977.0,32191.571428571428,4815.428571428572,78.7,0.8752285714285714,1820381.0,23942302.0,616.0,0.0,0.0
2020-11-22,114947.0,5602.0,1399675.0,4977.0,32356.0,4669.571428571428,78.7,0.7297,1935328.0,25341977.0,616.0,0.0,0.0
2020-11-29,77077.0,4679.0,1219039.0,4977.0,29473.14285714286,4033.8571428571427,77.64285714285714,0.6740571428571428,2012405.0,26561016.0,616.0,0.0,0.0
2020-12-06,71372.0,3963.0,1170420.0,4977.0,26869.428571428572,3419.8571428571427,75.0,0.7856285714285713,2083777.0,27731436.0,616.0,0.0,0.0
2020-12-13,77674.0,3792.0,1336217.0,4977.0,25434.0,2976.0,75.0,0.9345428571428572,2161451.0,29067653.0,616.0,0.0,0.0
2020-12-20,92919.0,3383.0,2341687.0,4977.0,25116.0,2804.5714285714284,65.47714285714287,1.028857142857143,2254370.0,31409340.0,616.0,0.0,0.0
2020-12-27,83888.0,3119.0,2971523.0,4977.0,24716.428571428572,2672.285714285714,63.89,1.0323714285714285,2338258.0,34380863.0,616.0,616.0,0.0
2021-01-03,88948.0,2915.0,1810817.0,4003.0,24550.85714285714,2649.0,63.89,1.0837285714285714,2427206.0,36191680.0,4619.0,4611.0,0.0
2021-01-10,122263.0,3429.0,1992382.0,106438.0,24596.0,2611.285714285714,63.89,1.1368285714285713,2549469.0,38184062.0,111057.0,110937.0,0.0
2021-01-17,118842.0,3454.0,1962362.0,351260.0,24923.14285714286,2712.5714285714284,63.89,1.1108428571428572,2668311.0,40146424.0,462317.0,461570.0,1.0
2021-01-24,130149.0,3414.0,2020080.0,683158.0,25794.0,2869.0,63.89,1.0880142857142856,2798460.0,42166504.0,1145475.0,1143460.0,1.0
2021-01-31,132624.0,3159.0,2189860.0,590185.0,27176.714285714286,3095.8571428571427,63.89,1.0501285714285715,2931084.0,44356364.0,1735660.0,1680348.0,2.0
2021-02-07,128451.0,3069.0,2242433.0,598914.0,27739.0,3243.8571428571427,63.89,1.0308428571428572,3059535.0,46598797.0,2334574.0,2056671.0,2.0
2021-02-14,110436.0,2892.0,2177017.0,797756.0,27004.285714285714,3316.0,60.19,1.0089142857142857,3169971.0,48775814.0,3132330.0,2434766.0,2.0
2021-02-21,117551.0,2516.0,2145741.0,830124.0,25794.0,3367.714285714286,60.19,1.0355,3287522.0,50921555.0,3962454.0,2730723.0,23.0
